T,article_title,date,event
1337,"평창 빛냈던 아프리카의 ‘쿨러닝’, 베이징에서 사라진 이유",2022-02-09,BOB
1338,"""윤종이 형, 내 몫까지 금빛 질주!"" 봅슬레이 '영혼의 파트너'의 브로맨스",2022-02-09,BOB
1339,벨라루스 선수 망명 또…'반정부' 찍힌 17세 스키소녀 폴란드행,2022-02-09,CCS
1340,'아이언맨' 윤성빈 내일 출격...1000번 탄 중국과 경쟁,2022-02-09,SKN
1341,[오늘의 올림픽] 스켈레톤 남자 1차·2차 外(10일),2022-02-09,SKN
1342,'아이언맨' 윤성빈 내일 출격...1000번 탄 중국과 경쟁,2022-02-09,SKN
1343,냉철해진 ‘아이언맨’… 폭발적 스타트로 승부수,2022-02-09,SKN
1344,'총알' 탄 윤성빈…반전 드라마 쓴다,2022-02-09,SKN
1345,[베이징올림픽] ‘아이언맨’ 윤성빈 출격… 2연패 가능할까,2022-02-09,SKN
1346,평창 영광 재현에 나선다... '아이언맨' 윤성빈 10일 출격,2022-02-09,SKN
1347,"‘호랑이해, 우리가 정복한다’…봅슬레이·스켈레톤 디자인 공개[베이징올림픽]",2022-02-09,SKN
1348,[올림픽] '호랑이처럼 빠르게'…봅슬레이·스켈레톤 디자인 공개,2022-02-09,SKN
1349,컨디션 슬슬 오르는 윤성빈…오늘 ‘아이언맨’ 2탄 찍는다,2022-02-09,SKN
1350,"[베이징올림픽] '아이언맨' 윤성빈 스켈레톤 출격, 2연패 가능할까",2022-02-09,SKN
1351,‘윤성빈-정승기 나가신다’ 한국썰매 자존심 지켜라! [강산 기자의 여기는 베이징],2022-02-09,SKN
1352,"[올림픽] 스하우텐, 닷새 만에 또 신기록…빙속 3000m 이어 5000m도 금",2022-02-10,SSK
1353,"중장거리 간판 김민석, 이승훈 정재원과 팀추월 도전",2022-02-10,SSK
1354,스피드스케이팅 때아닌 ‘빙질 로비’ 논란 … 열악한 빙질에 국가간 신경전,2022-02-10,SSK
1355,"실격땐 강원도청이었는데…황대헌 金따니 ""한국체대 소속""",2022-02-10,SSK
1356,"첫 메달 소식 알린 김민석 ""아직 끝나지 않았다""",2022-02-10,SSK
1357,"“체격 열세지만 집념으로 일군 기적, 기록으로 중국 코 납작”",2022-02-10,SSK
1358,[니하오! 베이징] 올림픽 출전 위해 45번 코 찔렀다,2022-02-10,SSK
1359,‘빙속 왕국’ 네덜란드 대표는 컴퓨터가 정한다,2022-02-10,SSK
1360,‘페이스메이커→에이스’ 정재원 나가신다,2022-02-10,SSK
1361,"“비난하지 말자” 베이징 악몽 이겨낸 GG사토, ‘무더기 실격 논란’ 日 스키점프 선수 위로",2022-02-10,SJP
1362,"-올림픽- 한국 루지, 마지막 계주서 13위…가이젠베르거 2관왕",2022-02-10,LUG
1363,[베이징올림픽] 루지 혼성 릴레이 '마의 13구간'서 미끄러지며 메달 획득 실패 ,2022-02-10,LUG
1364,[올림픽] 마의 구간서 미끄러진 루지 혼성 릴레이 13위…금메달은 독일(종합),2022-02-10,LUG
1365,"[힘내라 베이징] 루지 대표팀, 팀 계주 13위로 마무리",2022-02-10,LUG
1366,[베이징 NOW] '아쉽다 마의 13번'… 한국 루지 팀 계주 종합 13위,2022-02-10,LUG
1367,"프리쉐-임남규-박진용-조정명, 팀 계주 13위로 대회 마무리 [올림픽 루지]",2022-02-10,LUG
1368,"[올림픽] 루지 혼성 릴레이, '마의 13구간'서 미끄러지며 메달 획득 실패",2022-02-10,LUG
1369,"[2022베이징] '훌륭한 마무리' 마친 루지 대표팀, 3분 11초 238 기록",2022-02-10,LUG
1370,[영상] 루지 ‘한국 드림팀’ 총출동…혼성 릴레이 멋진 경기,2022-02-10,LUG
1371,"독일 루지 여제의 뼈있는 한마디, “중국에서는 할말 하지 않겠다”[베이징올림픽]",2022-02-10,LUG
1372,Park and Cho complete two good runs in luge doubles,2022-02-10,LUG
1373,中 올림픽 男 아이스하키 대표팀은 캐나다팀?…대다수 ‘외국인 용병’,2022-02-10,IHO
1374,"[2022베이징] '데뷔전-대회 최고점' 미국, 프리스타일 스키 혼성 단체 우승",2022-02-10,FRS
1375,"중국에 금메달 안긴 미녀 선수, 미국 국적 소지 질문에 내놓은 답은?",2022-02-10,FRS
1376,中 검열도 '스노공주'는 예외? 인스타 사진 한장이 부른 논란,2022-02-10,FRS
1377,“살아남은 것도 은메달도 내겐 기적”,2022-02-10,FRS
1378,"이름 같은 회사 주가 10% 폭등… 中스키 금메달 에일린 구, 인기 폭발",2022-02-10,FRS
1379,"""美 버리고 귀화"" 돈방석 앉은 스키선수, 국적 질문엔…",2022-02-10,FRS
1380,“미국 국적 포기했나?” 질문에 중국 귀화 구에일린 ‘동문서답’...일부 미국 국민들 ‘분통’,2022-02-10,FRS
1381,첫 메달 안긴 김민석이 벤치서 고개 푹 숙인 7위 中선수에 다가가 한 행동,2022-02-11,SSK
1382,"김민석, 인성도 메달감…고개 파묻은 中선수 ‘토닥토닥’",2022-02-11,SSK
1383,"中선수 울자 다독인 김민석, 박장혁 '꽈당' 잘됐다는 왕멍",2022-02-11,SSK
1384,"‘30초 승부’ 스피드스케이팅, 깜짝 메달 안기나",2022-02-11,SSK
1385,"'내면 멋짐 폭발'… 김민석, 동메달 경기 후 쓰레기 정리에 중국 선수 위로까지",2022-02-11,SSK
1386,"제갈성렬 해설 “차민규, 500m 금메달 딸 것“",2022-02-11,SSK
1387,"김민석, 울고있는 中선수 위로...“올림픽정신이란 바로 이것”",2022-02-11,SSK
1388,[올림픽] 메달만큼 빛난 김민석의 올림픽 정신…울고 있는 중국 선수 위로,2022-02-11,SSK
1389,"韓빙상, 주말 메달사냥 출격",2022-02-11,SSK
1390,'진정한 월클 김민석'…中선수 위로 후 뒷정리까지[영상],2022-02-11,SSK
1391,울고있는 中선수 다독였다…동메달 김민석의 빛나는 품격,2022-02-11,SSK
1392,"[영상] ‘두 번의 신기록, 두 개의 금메달’…네덜란드 슈하우텐 대회 2관왕",2022-02-11,SSK
1393,"‘늦게 핀 꽃’ 고다이라, 스피드스케이팅 500m 2연패 가능할까",2022-02-11,SSK
1394,동메달 딴 뒤 '노메달' 중국 선수 위로하는 김민석 선수 포착,2022-02-11,SSK
1395,"메달 따고 '뒷정리'까지…김민석, 실력만큼 매너도 '월클'",2022-02-11,SSK
1396,"'金2·銀3' 이승훈, 최다메달 사냥 시동[베이징올림픽]",2022-02-11,SSK
1397,"중국선수 위로하고, 쓰레기 치우고…메달딴 후 바빴던 김민석",2022-02-11,SSK
1398,"“숫자가 뭐가 중요해, 내가 너무 자랑스러운걸!” 나이 잊은 뜨거운 레이스",2022-02-11,SSK
1399,"김민석이 시작한 베이징 메달 레이스…한국 스피드스케이팅, 탄력 받았다",2022-02-11,SSK
1400,‘스키여제’ 시프린의 계속되는 베이징 불운,2022-02-11,ALP
1401,드론 5백대에 '구아이링' 얼굴‥애국주의가 점령한 올림픽,2022-02-11,ALP
1402,"[베이징올림픽]'스키여제' 시프린, 슈퍼대회전에서도 '노메달'..베라미 1위",2022-02-11,ALP
1403,완주가 이렇게 소중했구나… 미소 되찾은 스키 ‘최강’ 시프린,2022-02-11,ALP
1404,"시프린, 삼수 끝에 베이징동계올림픽 첫 완주",2022-02-11,ALP
1405,"[2022 베이징] '우울' 시프린, 슈퍼대회전 완주했지만 메달권 밖",2022-02-11,ALP
1406,"[영상] 명예 회복 노린 ‘스키 여제’ 시프린, 슈퍼대회전 첫 도전했지만…",2022-02-11,ALP
1407,"'2연속 실격' 부담 떨치고 완주한 시프린...""다시 경기할 수 있어 감사해""",2022-02-11,ALP
1408,"'스키 여제' 시프린, 슈퍼대회전 완주했으나 9위…베라미 金[베이징2022]",2022-02-11,ALP
1409,"[올림픽] 2연속 실격 극복한 스키여제 시프린 ""스스로 믿음 되찾아…자랑스러워""",2022-02-11,ALP
1410,"[올림픽] 경기 중 다쳐 수술한 美스키 오브라이언 ""中 의료진에 감사""",2022-02-11,ALP
1411,"시프린, 베이징서는 ‘무관’에 그칠까…슈퍼대회전에서도 메달권 밖",2022-02-11,ALP
1412,[베이징올림픽]일본도 판정 불만…스키점프 다카나시 “유니폼 검사방법 달랐다”,2022-02-11,SJP
1413,“난데없이 만세 요구” 스키점프 무더기 실격의 전말,2022-02-11,SJP
1414,"日 스키점프 실격, 연맹 '복장 규정 논란'에 항의 예정",2022-02-11,SJP
1415,"""유니폼 측정 방법 달랐다""…실격한 日 스키점프 스타 분통",2022-02-11,SJP
1416,"""이전과 다르게 만세 자세로 측정했다"" 폭탄 발언, 日 스키점프 이의 제기한다",2022-02-11,SJP
1417,"[올림픽]""스키점프 허벅지 유니폼 규정보다 2㎝ 컸다고 실격"" 일본도 판정 불만",2022-02-11,SJP
1418,"""유니폼 검사방법 달랐다""…일본서도 판정 불만",2022-02-11,SJP
1419,"[올림픽] 일본서도 판정 불만…""유니폼 검사방법 달랐다""",2022-02-11,SJP
1420,“꼴찌여도 좋아” 희망의 질주 보여준 한국 루지,2022-02-11,LUG
1421,루지 불모지서 해냈다…태극전사 전원 '아름다운 완주',2022-02-11,LUG
1422,"""중국 떠나면 답할 것""…비판 '1도 없게' 무언의 압박",2022-02-11,LUG
1423,[크랩] 뒤집힌 썰매 붙잡고 ‘완주’…한국 대표 아일린 프리쉐,2022-02-11,LUG
1424,[영상] “할 말은 독일에서”…中서 ‘입 닫은’ 루지 여제,2022-02-11,LUG
1425,Koran lugers end Beijing Games finishing 13th in team relay,2022-02-11,LUG
1426,"[올림픽] 출산에도 끄떡없어…'루지 여제' 가이젠베르거, 3회 연속 2관왕",2022-02-11,LUG
1427,"국내선수 30명뿐… 루지 태극전사들, 아름다운 ‘피니시’",2022-02-11,LUG
1428,'태극손톱' 아일린 프리쉐의 아름다운 마지막 완주,2022-02-11,LUG
1429,[올림픽] 굿바이 프리쉐·임남규…한국 루지 '포스트 평창 시대' 시작,2022-02-11,LUG
1430,루지 불모지에 온 '푸른 눈 한국인'의 마지막 슬라이딩[베이징올림픽],2022-02-11,LUG
1431,"한국 루지 새 역사, 불모지에서 전원 완주까지 [올림픽 루지]",2022-02-11,LUG
1432,"한국 루지, 마지막 계주서 13위…가이젠베르거 2관왕",2022-02-11,LUG
1433,"[2022베이징] 루지 최강국 독일, 전 종목 금메달 획득",2022-02-11,LUG
1434,"[베이징올림픽]최선 다한 한국 루지, 단체전 13위로 마무리",2022-02-11,LUG
1435,[영상] 빙판 위 '집단 난투극'…선수들 '파이팅'에 고통받는 심판,2022-02-11,IHO
1436,"[영상] '19명 귀화' 중국 아이스하키팀, 데뷔전에서 미국에 0-8 대패",2022-02-11,IHO
1437,"""우리 대표팀 맞아?""... 외국 출신 14명 데려와도 완패한 중국 아이스하키",2022-02-11,IHO
1438,"귀화 선수로 가득찬 중국 아이스하키팀, 올림픽 데뷔전서 미국에 대패",2022-02-11,IHO
1439,올림픽 집단 난투극…러시아-스위스 아이스하키 경기서 무슨 일이,2022-02-11,IHO
1440,"[올림픽] 귀화선수로 가득찬 中 아이스하키팀…실력 밑바닥, 자국민도 외면",2022-02-11,IHO
1441,[올림픽] '사라진 올림픽 정신'…ROC-스위스 아이스하키 경기서 난투극,2022-02-11,IHO
1442,"""올림픽서 이런 추태를…"" 아이스하키장서 벌어진 집단 난투극",2022-02-11,IHO
1443,한국없는 올림픽 아이스하키… 러시아-스위스 경기서 난투극 발생,2022-02-11,IHO
1444,"[영상] 남자 아이스하키 미국, 올림픽 첫 출전 중국 8-0 완파",2022-02-11,IHO
1445,"3분의 2가 귀화선수…'급조' 中 아이스하키, 데뷔전 참패",2022-02-11,IHO
1446,"[올림픽] ""중국팀 맞아?"" 자국민도 외면하는 中 아이스하키 대표팀",2022-02-11,IHO
1447,올림픽 맞나요? 달려들어 주먹다짐…아이스하키 ‘집단난투극’,2022-02-11,IHO
1448,"귀화선수 76% 중국, 아이스하키 미국에 0-8 완패",2022-02-11,IHO
1449,"[올림픽] 중국, 아이스하키 데뷔전서 미국에 0-8 완패",2022-02-11,IHO
1450,올림픽 초유의 집단 난투극…아이스하키장에서 무슨 일이?,2022-02-11,IHO
1451,"[2022베이징] '2명 동시 퇴장' 극복한 핀란드, 男 아이스하키서 슬로바키아 6-2 대파",2022-02-11,IHO
1452,'썰매 대신 자동차 밀었다' 쿨러닝의 후예 자메이카 봅슬레이가 뜬다 [베이징올림픽],2022-02-11,BOB
1453,자메이카의 알렉산더 “제2 쿨러닝 개봉박두”,2022-02-11,BOB
1454,‘손만 대면 대박’ 中미녀스타 구아이링에 13억 중국팬들 '가슴앓이',2022-02-11,FRS
1455,[2022베이징] '미국? 중국?' ... 아무튼 구아이링은 '돈'이 된다,2022-02-11,FRS
1456,[베이징 NOW]대륙은 '구아이링 신드롬'…中스포츠 애국심 상징으로 떠올라,2022-02-11,FRS
1457,[올림픽] 중국서 구아이링 관련 상표 출원 수십건,2022-02-11,FRS
1458,"구에일린, ’악플러‘ 겨냥 “무지한 사람들에게 에너지를 소비하지 않을 것”...“나는 누군가를 행복하게 해주려는 것이 아니다”",2022-02-11,FRS
1459,[포켓이슈] 스키 여제도 꽈당…눈오고 추운데 놔두고 왜 하필,2022-02-12,ALP
1460,말레이시아·동티모르… 더운 나라 스키 전사들,2022-02-12,ALP
1461,"오스트리아 父子, 代 이은 금메달",2022-02-12,ALP
1462,합쳐서 78살…스노보드 금메달 합작한 미 '최고령 듀오',2022-02-12,SBD
1463,"[스포츠머그] '설원 위 레이스' 스노보드 크로스, 쇼트트랙처럼 변수 많아 끝날 때까지 스릴 만점",2022-02-12,SBD
1464,"'스노보드 황제' 화이트, 총자산 718억원..참가 선수 중 자산 1위",2022-02-12,SBD
1465,"둘이 합쳐 78세…미국 최고령 듀오, 스노보드 금메달 합작",2022-02-12,SBD
1466,"둘이 합쳐 나이 78세…미국 최고령 듀오, 스노보드 금메달 합작",2022-02-12,SBD
1467,"[올림픽] 둘이 합쳐 나이 78세…미국 최고령 듀오, 스노보드 금메달 합작",2022-02-12,SBD
1468,"스노보드 새 황제 히라노 ""스케이트보드? 내 비밀 무기""[베이징올림픽]",2022-02-12,SBD
1469,"베이징 올림픽 출전 선수 중 가장 부자는?…""스노보드 전설""",2022-02-12,SBD
1470,[올림픽] '스노보드 황제' 제친 일본 히라노가 판정 언급한 사연은,2022-02-12,SBD
1471,"스노보드도 오심 논란…""중국 선수 손해 봤다""",2022-02-12,SBD
1472,[올림픽] 스노보드에서도 오심 논란…개최국 중국 선수 손해 봤다,2022-02-12,SBD
1473,"귀화대표 랍신, 바이애슬론 스프린트 10㎞ 82위[베이징올림픽]",2022-02-12,BTH
1474,"[장자커우Scene] ‘푸른 눈의 한국인’ 랍신, 바이애슬론 10㎞ 82위",2022-02-12,BTH
1475,"평창서 새 역사 쓴 귀화인 랍신, 바이애슬론 10km 82위",2022-02-12,BTH
1476,"[올림픽] 티모페이, 바이애슬론 스프린트서 82위…대회 마감",2022-02-12,BTH
1477,"'귀화선수' 랍신, 바이애슬론 10km 82위로 마쳐",2022-02-12,BTH
1478,Lapshin ends 10-kilometer sprint near bottom of the table,2022-02-12,BTH
1479,"'귀화' 랍신, 태극마크 달고 두 번째 올림픽 [올림픽 바이애슬론]",2022-02-12,BTH
1480,'심판으로 나섰던 평창' 김선수에게 특별했던 진짜 올림픽[베이징올림픽],2022-02-12,BTH
1481,"미국 남자 아이스하키, 캐나다에 12년만의 승리",2022-02-12,IHO
1482,"[올림픽] NHL 불참한 미국 남자 아이스하키, '맞수' 캐나다에 12년만의 승리",2022-02-12,IHO
1483,"미국, '라이벌' 캐나다에 아이스하키 12년 만의 승리...""승리할 자격 있었다!""",2022-02-12,IHO
1484,"[하이라이트] 미국 남자 아이스하키, 12년 만에 '맞수' 캐나다 격파",2022-02-12,IHO
1485,"미국 아이스하키, 라이벌 캐나다에 12년 만에 승리",2022-02-12,IHO
1486,"미국 男아이스하키, 올림픽 무대서 캐나다에 완승",2022-02-12,IHO
1487,"미국 남자 아이스하키, '맞수' 캐나다에 12년 만의 승리",2022-02-12,IHO
1488,"미국 남자 아이스하키, 12년 만에 '맞수' 캐나다 꺾었다",2022-02-12,IHO
1489,"미국 아이스하키, 캐나다에 4-2 역전승[베이징올림픽]",2022-02-12,IHO
1490,"미국 남자 아이스하키, 올림픽서 12년 만에 캐나다 제압[베이징2022]",2022-02-12,IHO
1491,"[베이징올림픽] 美남자 아이스하키, 12년 만에 캐나다 꺾어",2022-02-12,IHO
1492,"미국 남자 아이스하키, 12년 만에 캐나다 꺾었다",2022-02-12,IHO
1493,"-올림픽- 미국 남자 아이스하키, '맞수' 캐나다에 12년만의 승리",2022-02-12,IHO
1494,"[올림픽] 미국 남자 아이스하키, 12년 만에 캐나다 격파",2022-02-12,IHO
1495,"[영상] 미국, 캐나다 상대 4대 2 승리…아이스하키 ‘맞수’ 손에 땀",2022-02-12,IHO
1496,"[영상] “거친 몸싸움 속 흥미진진”…캐나다, 미국 남자 아이스하키 ‘맞수’ 대결",2022-02-12,IHO
1497,[영상] ‘사실상 결승’ 캐나다 VS 미국 남자 아이스하키…영원한 ‘맞수’ 대결,2022-02-12,IHO
1498,"'아번엔 패싸움까지'…베이징올림픽, 더 엉망 되가나",2022-02-12,IHO
1499,귀화 선수 총동원했지만...美 대학생에 농락당한 ‘中 아이스하키 공정’,2022-02-12,IHO
1500,'여자 썰매 개척자' 김유란…이번엔 '모노봅',2022-02-12,BOB
1501,누나 銀 이어 동생 金…8년 만에 함께 메달 딴 핀란드 남매[베이징올림픽],2022-02-12,CCS
1502,"동생은 金, 누나는 銀… 크로스컨트리 휩쓴 핀란드 남매",2022-02-12,CCS
1503,"차준환, 발리예바 도핑 파문에…""스포츠는 깨끗함이 가장 중요"" 일침",2022-02-12,FSK
1504,차준환이 배우 진지희에게 “저도 더 높은 곳으로 갈게요”[스경X베이징],2022-02-12,FSK
1505,KBS 깜짝 방문한 차준환 입담 “세게 넘어질 줄은 몰랐어요”,2022-02-12,FSK
1506,"""당신 마시는 차에…"" 러 선수 도핑 고발 기자들이 받은 살해위협",2022-02-12,FSK
1507,"발리예바 도핑 의혹 보도한 기자들, 살해 위협 시달려[베이징2022]",2022-02-12,FSK
1508,"‘톱5’ 역사 쓴 차준환…“세계선수권, 더 높은 곳을 바라보겠다”",2022-02-12,FSK
1509,남자 피겨 'TOP 5' 차준환‥'앞으로가 더 기대되는 선수가 될게요!',2022-02-12,FSK
1510,"""차 마실 때 조심해라""…발리예바 도핑의혹 보도 기자들 살해협박 받아",2022-02-12,FSK
1511,"[올림픽] 차준환, 발리예바 도핑 파문에 ""깨끗한 스포츠 환경 되기를""",2022-02-12,FSK
1512,"피겨 '올림픽 톱5' 차준환 ""4년 뒤엔 더 높은 곳으로""[베이징2022]",2022-02-12,FSK
1513,"피겨 차준환, ‘도핑 의혹’ 발리예바 사태에…“스포츠는 깨끗해야” 일침",2022-02-12,FSK
1514,"책방 주인은 왜?…'구아이링 앓이' 中, 상표권 사냥꾼 판친다 [김지산의 '군맹무中']",2022-02-12,FRS
1515,"'첫 올림픽 마감' 김은지, 여자 스켈레톤 23위 기록 [올림픽 스켈레톤]",2022-02-12,SKN
1516,"[베이징 NOW] 종합 23위…김은지, '최종 라운드 진출 실패'… 생애 첫 올림픽 마무리",2022-02-12,SKN
1517,"[올림픽] 여자 스켈레톤 김은지, 3차까지 22위…4차 진출 실패",2022-02-12,SKN
1518,[영상] 2차보다 0.85초 줄였다…손바닥 응원 보인 김은지 (스켈레톤 여자 3차 시기),2022-02-12,SKN
1519,"[영상] 스켈레톤 김은지, 올림픽 도전 마무리…“대한민국 화이팅” 깜짝 세리모니",2022-02-12,SKN
1520,"'올림픽 첫 출전' 스켈레톤 김은지, 3분09초79 23위로 마감",2022-02-12,SKN
1521,[영상] “우크라이나 전쟁 반대” 우크라이나 스켈레톤 선수의 호소,2022-02-12,SKN
1522,윤성빈 '아이언맨'은 안됐는데…中 '여포 헬맷' 열풍 [베이징&이슈],2022-02-12,SKN
1523,"중국, 썰매서 사상 첫 메달 수확…홈 트랙 이점 살려",2022-02-12,SKN
1524,경기 후 카메라에 절박한 호소…우크라 선수가 펼친 종이엔,2022-02-12,SKN
1525,"""침공 안돼"" 올림픽서 정치적 발언한 우크라이나 선수, IOC 결정은",2022-02-12,SKN
1526,"[올림픽] 한국 썰매 '평창 신화' 따라 한 중국, 사상 첫 메달 수확하다",2022-02-12,SKN
1527,"""전쟁은 NO"" 카메라에 호소한 우크라이나 스켈레톤 선수[베이징올림픽]",2022-02-12,SKN
1528,"[영상] 누구보다 큰 포효! 노멀힐 부진 딛은 칼 가이거, 동메달 (스키점프 남자 라지힐 결승 하이라이트)",2022-02-13,SJP
1529,"[영상] '노멀힐 금' 고바야시, 라지힐에서도 은메달 추가! (스키점프 남자 라지힐 결승 하이라이트)",2022-02-13,SJP
1530,[영상] '금 헬멧' 쓰고 금메달…창공을 가르는 짜릿한 비행! (스키점프 남자 라지힐 결승 하이라이트),2022-02-13,SJP
1531,"[올림픽] 김흥수 해설 ""스키점프 출전못해 아쉬워…체계 탈바꿈""",2022-02-13,SJP
1532,Biathlete Avvakumova fails to finish 10-kilometer pursuit,2022-02-13,BTH
1533,中 검열 피한 핀란드 선수...개막 전부터 선수촌 누수 알려 [베이징&이슈],2022-02-13,CCS
1534,"피겨 유영·김예림, 김연아 이후 8년 만에 올림픽 포디움 오른까?",2022-02-13,FSK
1535,"유영, 발리예바 다음 순서...""신경 쓰지 않고 내 연기 집중""",2022-02-13,FSK
1536,"'도핑의혹' 발리예바, 금지 약물 복용 위기 판결은",2022-02-13,FSK
1537,"스켈레톤 윤성빈,'안전하게 귀국한 아이언맨' [O! SPORTS] (2022 베이징 올림픽)",2022-02-13,SKN
1538,"[힘내라 베이징] ""나는 국대"" 김은지가 보여준 올림픽의 참 의미",2022-02-13,SKN
1539,"[올림픽] IOC ""전쟁 반대 메시지 전한 우크라이나 선수 처벌 없다""",2022-02-13,SKN
1540,"[올림픽] 美 첫 흑인 여성 스켈레톤 선수 ""다음 세대에 영감 줄 것""",2022-02-13,SKN
1541,‘나는 자랑스러운 대한민국 국가대표다!’…여자 스켈레톤 김은지의 장갑 문구 화제,2022-02-13,SKN
1542,김은지 장갑 안쪽 문구 뭐길래 “이런 선수가 진짜 국대” 팬들 감동,2022-02-13,SKN
1543,"김은지, 여자 스켈레톤 23위… 독일 썰매 금메달 퍼레이드",2022-02-13,SKN
1544,"[베이징 NOW]IOC, '전쟁 금지'는 '인간적인 메시지'…헌장 위반 아니라 못 박아",2022-02-13,SKN
1545,‘나는 자랑스러운 국가대표다’ 가슴 뭉클했던 김은지의 세리머니,2022-02-13,SKN
1546,"[올림픽] 미국 스켈레톤 첫 흑인 여성 올림피언 ""내가 마지막은 아닐 것""",2022-02-13,SKN
1547,"스켈레톤 김은지, 장갑에 적힌 감동 문구 '뭉클'… ""자랑스러운 국가대표""",2022-02-13,SKN
1548,"[올림픽] ""나는 자랑스러운 대한민국 국가대표""…김은지, 장갑 안쪽에 감동 문구",2022-02-13,SKN
1549,Skeleton racer Kim Eun-ji ends first Games in 23rd place,2022-02-13,SKN
1550,"올림픽 김은지, 여자 스켈레톤 23위…독일은 썰매 금메달 싹쓸이 행진",2022-02-13,SKN
1551,"스켈레톤 시범 선수에서 올림픽까지…""나는 국가대표 김은지""[베이징올림픽]",2022-02-13,SKN
1552,[베이징 NOW]헬멧도 개최국 어드밴티지?… 윤성빈 '아이언맨' 아니었던 이유,2022-02-13,SKN
1553,"김은지, 23위로 올림픽 도전 마무리...""대한민국 화이팅"" [스켈레톤]",2022-02-13,SKN
1554,“나는 자랑스러운 대한민국 국대” 김은지의 아름다운 도전,2022-02-13,SKN
1555,"[올림픽] 김은지, 여자 스켈레톤 23위…독일은 썰매 금메달 싹쓸이",2022-02-13,SKN
1556,"-올림픽- 김은지, 여자 스켈레톤 23위…독일은 썰매 금메달 싹쓸이 행진",2022-02-13,SKN
1557,"[영상] ""아프고 피곤해""…남은 경기 싱겁게 포기한 스키 금메달리스트",2022-02-14,ALP
1558,"[올림픽] '알파인 회전 우승' 블로바, 부상 우려에 복합 경기 '기권'",2022-02-14,ALP
1559,"[베이징 NOW] '스키 회전 여제' 블로바, 복합 기권…""부상 우려-정신적 부담 크다"" ",2022-02-14,ALP
1560,"알파인 스키 女 회전 우승 블로바, 복합경기 기권",2022-02-14,ALP
1561,"알파인스키 여자 회전 金 블로바, 복합 경기 기권[베이징2022]",2022-02-14,ALP
1562,"[올림픽] 알파인 스키 女회전 우승 블로바, 복합경기 기권 ""아프고 피곤""",2022-02-14,ALP
1563,“사우디도 스키!” 폭설 속 연출된 사우디판 쿨러닝,2022-02-14,ALP
1564,'사막의 나라'에서 온 스키어…폭설 뚫고 완주,2022-02-14,ALP
1565,[베이징 NOW] 예상치 못한 폭설 때문에…알파인 스키 87명 중 33명 실격,2022-02-14,ALP
1566,"""100% 쏟았기에 후련합니다"" 배추보이 이상호 인터뷰",2022-02-14,SBD
1567,[영상] 호랑이 분장하고 경기…올림픽 제대로 즐긴 선수,2022-02-14,SBD
1568,[톱플레이] '호랑이 변신' 스노보더 '어흥 연기는 금메달!',2022-02-14,SBD
1569,'배추보이' 이상호의 베이징 올림픽…오늘 JTBC 뉴스룸,2022-02-14,SBD
1570,[영상] ‘둘이 합쳐 78세’…나이를 잊게 한 ‘최고령 듀오’의 금메달,2022-02-14,SBD
1571,[영상] 공중에서 ‘어흥’…‘호랑이 복장’ 국가대표 스노보더,2022-02-14,SBD
1572,"[올림픽] 스노보드 경기장에 등장한 호랑이 ""날 보며 활짝 웃어봐요""",2022-02-14,SBD
1573,이왕 다친 거 '퍼포먼스'로 관심?… 호랑이로 변신한 프랑스 스노보더,2022-02-14,SBD
1574,[2022베이징] '익스트림 스노보딩' 스노보드 빅에어 남자 예선 결과,2022-02-14,SBD
1575,"[영상] 생후 3개월에 노르웨이로 입양된 박윤희, 베이징 하늘 날았다",2022-02-14,SBD
1576,올림픽 예선에 호랑이복장 선수 등장…그 사연은?,2022-02-14,SBD
1577,"무릎 다친 스노보드 선수, '호랑이 퍼포먼스'로 은퇴 무대 장식",2022-02-14,SBD
1578,하늘로 날아올라 ‘어흥’만 외친 스노보더 [베이징 이모저모],2022-02-14,SBD
1579,"[올림픽] 설원에 등장한 호랑이…프랑스 스노보드 선수, 깜짝 분장",2022-02-14,SBD
1580,"[올림픽] 생후 3개월에 노르웨이로 입양된 박윤희, 베이징 하늘서 훨훨",2022-02-14,SBD
1581,"둘이 합쳐 76세... 美 대표팀 최고령 남녀, 금메달 합작",2022-02-14,SBD
1582,"[베이징올림픽] 캐나다 여자 아이스하키, 스위스 격파 결승 진출",2022-02-14,IHO
1583,"[올림픽] 캐나다 여자 아이스하키, 준결승서 스위스 10-3 완파…결승행",2022-02-14,IHO
1584,"[2022베이징] '120분의 구타' 캐나다, 10-3으로 스위스 꺾어",2022-02-14,IHO
1585,"[올림픽] '아이스하키 스타 탄생' 2004년생 슬라프코프스키, 득점 선두",2022-02-14,IHO
1586,"[영상] ‘압도적 승리’…캐나다, 먼저 아이스하키 결승 안착",2022-02-14,IHO
1587,"[영상] 여자 아이스하키 준결승, 압도적 경기력 캐나다",2022-02-14,IHO
1588,여자 아이스하키 결승 진출권 놓고 대격돌[봐야할 오늘경기],2022-02-14,IHO
1589,"꼴찌를 기다린 금메달리스트, 핀란드 이보 니스카넨이 보여준 올림픽 정신[베이징올림픽]",2022-02-14,CCS
1590,한국 노르딕 복합의 ‘콜럼버스’ 박제언 두 번째 고독한 레이스,2022-02-14,NCB
1591,"[영상] ""난 자랑스러운 국가대표""…스켈레톤 김은지의 장갑엔",2022-02-14,SKN
