T,article_title,date,event,Unnamed: 0
760.0,"""메달 버렸다"" 클로이 김 스트레스 고백",2022-01-27,SBD,
761.0,"클로이 김 ""평창올림픽 금메달 쓰레기통에 던졌다""",2022-01-27,SBD,
762.0,"""평창 금메달, 쓰레기통에 버렸다""…'천재 스노보더' 클로이 김의 고백",2022-01-27,SBD,
763.0,'천재 스노보더' 클로이 김이 평창올림픽 금메달 쓰레기통에 던진 이유,2022-01-27,SBD,
764.0,"[그대들을 응원합니다④] 스노보드 개척자 김호준 ""이상호 베이징 金 확신한다""",2022-01-27,SBD,
765.0,"[베이징 NOW] ""안녕하세요 제 이름은 아일린이에요""… 벽안의 선수 태극마크 달고 질주하다",2022-01-27,LUG,
766.0,"뼈 드러나는 부상 딛고 올림픽... ""끝까지 해보고 싶었다""",2022-01-27,LUG,
767.0,"귀국 후 3일 만의 재출국…루지 임남규 ""올림픽을 위해""",2022-01-27,LUG,
768.0,[알아야 재밌다] 루지,2022-01-27,LUG,
769.0,"'루지 여제' 가이젠베르거의 독주냐, 새 스타 탄생이냐",2022-01-27,LUG,
770.0,"임남규 끌고 박진용-조정명, 프리쉐 받치고.. '따로 또 같이' 루지, ""기적을 향해""",2022-01-27,LUG,
771.0,루지 귀화선수 프리쉐 “끔찍한 부상 이겨내 뿌듯”,2022-01-27,LUG,
772.0,"황당한 중국 아이스하키, 부적격 선수를 올림픽 대표팀 선발",2022-01-27,IHO,
773.0,‘파트너 교체·포지션 변경·모노봅 도전’ 사연 많은 한국 봅슬레이대표팀,2022-01-27,BOB,
774.0,美 봅슬레이 등 잇단 확진에 각국 올림픽 대표팀 ‘초비상’,2022-01-27,BOB,
775.0,"[베이징 NOW] '영국 최초' 동·하계 올림픽 출전…더글라스, 14년 만에 '베이징 리턴'",2022-01-27,BOB,
776.0,"[베이징 NOW] '쿨러닝 후예' 자메이카 봅슬레이 대표팀의 '무한도전'…""메달 따러 왔다""",2022-01-27,BOB,
777.0,긴 슬럼프 윤성빈… 단짝 잃은 원윤종,2022-01-27,BOB,
778.0,[알아야 재밌다] 크로스컨트리 스키,2022-01-27,CCS,
779.0,"크로스컨트리 여제 확진 '비상', 각국 대표팀 발 동동 [베이징 D-8]",2022-01-27,CCS,
780.0,노르웨이 크로스컨트리 코로나19 확진…베이징 출발 빨간불,2022-01-27,CCS,
781.0,"노르웨이 크로스컨트리 팀, 코로나19 확진자 발생…중국행 연기",2022-01-27,CCS,
782.0,"노르웨이 크로스컨트리 대표팀, 코로나 확진자 발생 '비상'",2022-01-27,CCS,
783.0,"노르웨이 크로스컨트리 팀, 코로나19 확진자 발생…중국행 연기",2022-01-27,CCS,
784.0,‘엄마의 힘’ 이채원의 6번째 도전은 위대하다,2022-01-27,CCS,
785.0,"'41세' 크로스컨트리 이채원, 6번째 올림픽... '아름다운 도전'[베이징 오!쎈 시선]",2022-01-27,CCS,
786.0,[베이징 NOW-놓치면 안 될 명승부⓸] '라이벌은 나 자신 뿐' 천재 소녀 발리예바의 무한 도전,2022-01-27,FSK,
787.0,"[베이징 NOW] ""올림픽은 어떤 기분일까""… 폭풍 성장한 18세 소녀, 얼음판 화려하게 수놓는다",2022-01-27,FSK,
788.0,“첫 올림픽을 ‘인생 무대’로”,2022-01-27,FSK,
789.0,한국 썰매 어벤져스 꿈꾸는 ‘아이언맨’과 ‘스파이더맨’,2022-01-27,SKN,
790.0,"엄마가 되어 돌아온 '안경 선배'…""가족의 힘으로 도전""",2022-01-28,CUR,
791.0,[베이징 NOW-주목! 다크호스⓵] '지금은 초희 시대' 4년 전 후보에서 키 플레이어로 우뚝,2022-01-28,CUR,
792.0,[ROAD TO BEIJING] Alpine skiing,2022-01-28,ALP,
793.0,"평창올림픽 스키 2관왕 크뢰거, 코로나19로 베이징행 불발",2022-01-28,ALP,
794.0,[베이징 라이벌] ⑤ 알파인 스키 최강 가리자 '시프린 vs 블로바',2022-01-28,ALP,
795.0,스노보드 이상호 “하던대로 하면 금메달”,2022-01-28,SBD,
796.0,"신무기 적응 완료…""금빛 설 선물 기대하세요""",2022-01-28,SBD,
797.0,"4㎝ 길어진 보드에 적응 끝…배추보이 ""베이징선 금""",2022-01-28,SBD,
798.0,"'배추보이' 이상호 ""이번 설 선물은 금메달!""",2022-01-28,SBD,
799.0,"배추보이 이상호, 평창 기념재단 '플레이윈터' 홍보대사 임명",2022-01-28,SBD,
800.0,"스노보드 이상호 ""새 보드에 완벽 적응…이번엔 금메달""",2022-01-28,SBD,
801.0,"스노보드 알파인 봉민호 감독 ""한국 선수 '결승 대결' 목표""",2022-01-28,SBD,
802.0,"평창서 은메달 땄던 '배추 보이' 이상호 ""이번엔 금메달 따올게요""",2022-01-28,SBD,
803.0,"평창 기념재단, '플레이윈터' 홍보대사에 스노보드 이상호 임명",2022-01-28,SBD,
804.0,"'한국 스키 첫 메달리스트' 이상호 ""베이징은 금 따러 갑니다""",2022-01-28,SBD,
805.0,"'배추보이' 스노보드 이상호 ""목표는 금메달""",2022-01-28,SBD,
806.0,‘金배추 뽑으러 간다’ 이상호의 韓스노보드 역사 완결판 [베이징 D-7],2022-01-28,SBD,
807.0,‘평창 銀' 배추보이 이상호 … 금빛 새 역사 꿈꾼다,2022-01-28,SBD,
808.0,"노르웨이 크로스컨트리 ‘날벼락’…평창 2관왕, 코로나 확진에 올림픽 좌절",2022-01-28,CCS,
809.0,[ROAD TO BEIJING] Cross-country skiing,2022-01-28,CCS,
810.0,"‘5회 연속 올림픽’ 폰타나, 역대 최다 메달 전설 도전한다",2022-01-28,STK,
811.0,"전체 출정식에서도 응원받은 이유빈, 베이징金 선봉 [올림픽 D-7]",2022-01-28,STK,
812.0,"[베이징 NOW] 한국 金 선봉장은 누구?…쇼트트랙 4인, '효자 종목' 새 역사 쓴다",2022-01-28,STK,
813.0,[베이징동계올림픽 종목소개⑭]노르딕복합,2022-01-28,NCB,
814.0,유럽선수들 따라 잡으려… 스키 타고 산·들 달렸다,2022-01-28,NCB,
815.0,해설 데뷔 앞둔 이상화 “고다이라 꼭 안아주고 싶어요”,2022-01-29,SSK,
816.0,이승훈의 '무한도전'…역대 최대 메달 향해,2022-01-29,SSK,
817.0,[알아야 재밌다] 스피드스케이팅,2022-01-29,SSK,
818.0,"김민석-차민규-정재원, 스피드스케이팅의 영광 재현할까",2022-01-29,SSK,
819.0,"김보름·이승훈, 평창 논란 딛고 명예회복 벼른다 [D-6]",2022-01-29,SSK,
820.0,"[베이징 NOW] 김민석, 평창올림픽 깜짝스타→세계 제패…2연속 메달 파란불",2022-01-29,SSK,
821.0,컬링 국대 ‘영미 송’을 아시나요?,2022-01-29,CUR,
822.0,"[베이징 NOW] '4살 영재' 강영서-정동현, 알파인스키 '한국 최강' 까지",2022-01-29,ALP,
823.0,"[인터뷰] '베이징행 무산' 스키점프 최흥철 ""올림픽 메달 딸 때까지 도전은 계속""",2022-01-29,SJP,
824.0,[ROAD TO BEIJING] Bobsleigh,2022-01-29,BOB,
825.0,"'엄마전사' 이채원 6번째 올림픽 출전 베이징 도착…""후회 남기지 않도록""",2022-01-29,CCS,
826.0,"6번째 올림픽 출전 이채원 베이징 도착…""후회 남기지 않도록""",2022-01-29,CCS,
827.0,초3 딸 응원 업고… ‘눈밭 철인’ 이채원의 6번째 올림픽,2022-01-29,CCS,
828.0,[베이징동계올림픽 종목소개⑮]프리스타일스키,2022-01-29,FRS,
829.0,"[올림픽] 대보름에 태어난 김보름, 대회 기간 생일…아픔 치유할까",2022-01-30,SSK,
830.0,[ROAD TO BEIJING] Curling,2022-01-30,CUR,
831.0,"시련 딛고 성장한 '팀 킴', 평창 신드롬 4년 만에 이어갈까",2022-01-30,CUR,
832.0,'알까기'처럼 재밌고 체스처럼 복잡한 컬링의 매력 [베이징올림픽],2022-01-30,CUR,
833.0,"알파인 스키 김소희, 베이징올림픽 출전 티켓 추가 확보",2022-01-30,ALP,
834.0,"알파인스키 김소희, 베이징 간다…극적으로 출전권 확보",2022-01-30,ALP,
835.0,알파인 스키 김소희 3회 연속 올림픽 출전,2022-01-30,ALP,
836.0,"알파인 스키 김소희, 극적으로 베이징올림픽 티켓 확보",2022-01-30,ALP,
837.0,"알파인스키 김소희, 베이징올림픽 추가 합류…한국 선수 총 64명",2022-01-30,ALP,
838.0,"알파인 스키 김소희, 베이징행 티켓 획득… 한국 총 64명 출전",2022-01-30,ALP,
839.0,"알파인 스키 김소희, 베이징올림픽 추가 합류",2022-01-30,ALP,
840.0,"알파인 스키 김소희, 베이징행 막차…한국 선수 총 64명 출전",2022-01-30,ALP,
841.0,"[올림픽] 알파인 스키 김소희, 베이징행 막차…한국 선수 총 64명 출전",2022-01-30,ALP,
842.0,"배추보이, 다시 한번 韓 스노보드 새 역사 쓸까 [올림픽 D-5]",2022-01-30,SBD,
843.0,[베이징 라이벌] ⑦ 스노보드 평행대회전 이상호 vs 바우마이스터,2022-01-30,SBD,
844.0,[ROAD TO BEIJING] Biathlon,2022-01-30,BTH,
845.0,"[그대들을 응원합니다⑦] 바이애슬론 이인복 ""깜짝 메달도 가능할 것""",2022-01-30,BTH,
846.0,‘방호복’ 황대헌…쇼트트랙 대표팀 까다로운 방역 절차 거치고 베이징 입성,2022-01-30,STK,
847.0,"'한국 쇼트트랙' 베이징 입성…""죽기 살기로""",2022-01-30,STK,
848.0,"""금빛 질주 기대하세요""…쇼트트랙 대표팀 베이징 입성",2022-01-30,STK,
849.0,"쇼트트랙 대표팀, 결전지 베이징 입성…31일 훈련 돌입",2022-01-30,STK,
850.0,"[올림픽] 쇼트트랙 대표팀, 베이징 입성",2022-01-30,STK,
851.0,"쇼트트랙 대표팀, 결전지 베이징 입성‥'코로나 전원 음성'",2022-01-30,STK,
852.0,"쇼트트랙 대표팀, 30일 베이징 도착 金사냥 돌입 [베이징동계올림픽]",2022-01-30,STK,
853.0,"[올림픽] 쇼트트랙 대표팀, 베이징 입성…""코로나 검사 전원 음성""(종합)",2022-01-30,STK,
854.0,쇼트트랙 대표팀 출국… 베이징서 '금빛 레이스' 기대,2022-01-30,STK,
855.0,"쇼트트랙 대표팀, 베이징으로 출국…기다려 올림픽!",2022-01-30,STK,
856.0,혼란 딛고 메달 정조준... 한국 쇼트트랙 대표팀 30일 출국,2022-01-30,STK,
857.0,"올림픽 쇼트트랙대표팀, '결전의 땅' 베이징으로 출국",2022-01-30,STK,
858.0,쇼트트랙 대표팀 30일 베이징行 “금빛 질주 다짐”,2022-01-30,STK,
859.0,"'韓 국적 상실한 천재' 임효준 ""中 위해 메달 따겠다""",2022-01-30,STK,
860.0,"'中 텃세 넘는다' 韓 쇼트트랙, 결전지 베이징 출국",2022-01-30,STK,
861.0,'효자 종목' 쇼트트랙 대표팀 베이징으로 출국…'금빛 레이스' 도전,2022-01-30,STK,
862.0,‘쇼트트랙 여왕’ 최민정 vs 수잔 슐팅 [김평호의 맞수다!],2022-01-30,STK,
863.0,"한국 쇼트트랙 선수단, 30일 출국... 결전지 베이징으로",2022-01-30,STK,
864.0,"中 귀화한 쇼트트랙 간판 임효준 ""中 메달 획득 노력할 것""",2022-01-30,STK,
865.0,[올림픽] 쇼트트랙 대표팀 베이징으로 출국…'금빛 레이스' 펼친다,2022-01-30,STK,
866.0,[ROAD TO BEIJING] Freestyle Skiing,2022-01-30,FRS,
867.0,"‘오르막 전투’ 전망, 스피드스케이팅 자존심 지킬까 [올림픽 D-4]",2022-01-31,SSK,
868.0,[알아야 재밌다] 알파인 스키,2022-01-31,ALP,
869.0,[ROAD TO BEIJING] Luge,2022-01-31,LUG,
870.0,이제는 출전에 의미 두지 않는다…메달 노리는 자메이카 봅슬레이,2022-01-31,BOB,
871.0,"[베이징 NOW] '봅슬레이 선구자' 김유란 ""썰매 타려고 20kg 찌웠다…목표는 무조건 메달""",2022-01-31,BOB,
872.0,‘중국 사령탑’ 김선태 감독의 한국 분석…쇼트트랙 훈련 첫날부터 정보전,2022-01-31,STK,
873.0,명절 잊은 굵은 땀방울…쇼트트랙 대표팀 '금빛 질주' 다짐,2022-01-31,STK,
874.0,"쇼트트랙 첫 담금질 시작‥""적응 문제 없어요!""",2022-01-31,STK,
875.0,‘보여주겠다’ 쇼트트랙 대표팀 현지 훈련...김선태·안현수 중국 지도,2022-01-31,STK,
876.0,"중국 쇼트트랙, 훈련 취소…'베이징 입성' 한국 의식하나",2022-01-31,STK,
877.0,"[올림픽] 쇼트트랙 최민정, 준비완료…""중국의 나쁜손? 부딪히지 않을 것""",2022-01-31,STK,
878.0,"한국 쇼트트랙의 자신감 ""노력한 만큼 메달 가져가겠다""",2022-01-31,STK,
879.0,"[올림픽] 쇼트트랙 황대헌, 날짜도 지웠다…""내일이 설날이라고요?""",2022-01-31,STK,
880.0,"쇼트트랙 황대헌 ""나는 집돌이…선수촌 침대에 누워만 있어요""",2022-01-31,STK,
881.0,[올림픽] 호랑이들이 왔다…세계최강 한국 쇼트트랙 '금빛 훈련 시작!',2022-01-31,STK,
882.0,"'두 번째 올림픽' 최민정 ""대회에 집중…컨디션도 빙질 상태도 좋아""",2022-01-31,STK,
883.0,"금빛 질주를 위해…쇼트트랙 대표팀, 밝은 분위기 속에 첫 현지 훈련",2022-01-31,STK,
884.0,"안현수, 중국 쇼트트랙 대표팀 직접 지휘…훈련복 입고 함께 뛰었다",2022-01-31,STK,
885.0,"中 대표팀 맡은 안현수, 훈련복 입고 공식 훈련 지휘",2022-01-31,STK,
886.0,"[올림픽] '빅토르 안' 안현수, 중국 쇼트트랙 대표팀 기술코치 모습 드러났다…훈련복 입고 직접 뛰며 선수 지도",2022-01-31,STK,
887.0,"베이징 입성한 한국 쇼트트랙…""모두가 웃을 수 있게""",2022-01-31,STK,
888.0,쇼트트랙 대표팀 베이징 입성…‘방호복’ 황대헌 “철저한 준비”,2022-01-31,STK,
889.0,"[올림픽] 미국 쇼트트랙 미래가 된 한인 선수들…""올림픽 무대 설렌다""",2022-01-31,STK,
890.0,"[올림픽] 안현수, 중국 쇼트트랙 대표팀 지휘…훈련복 입고 직접 뛰었다",2022-01-31,STK,
891.0,금은동 싹쓸이? 포디움 석권 노리는 일본 남자 피겨[D-4],2022-01-31,FSK,
892.0,"'김연아의 유산' 차준환-유영, 여왕의 영광 재현할까[베이징올림픽]",2022-01-31,FSK,
893.0,"[그대들을 응원합니다⑧] 피겨 이수경 ""자기와의 싸움에서 이겨야 해""",2022-01-31,FSK,
894.0,[알아야 재밌다] 노르딕 복합,2022-01-31,NCB,
895.0,[ROAD TO BEIJING] Skeleton,2022-01-31,SKN,
896.0,"빙속 '깜짝 메달' 김민석, 4년 전과 다른 자신감",2022-02-01,SSK,
897.0,베이징 새 얼음판 적응 중…‘얼음 리본’의 질주 기대하세요,2022-02-01,SSK,
898.0,기대가 부담스럽다고? 응원에 힘난다는 스케이터 김민석,2022-02-01,SSK,
899.0,"한국 빙상 메달밭 500m 김준호 ""완벽한 레이스 목표""",2022-02-01,SSK,
900.0,"빙속 김민석 ""4년 전 평창보다 기량 성장…메달 1개 이상 목표""",2022-02-01,SSK,
901.0,"김민석, 베이징 빙판 체크 완료 ""마음에 든다""[베이징올림픽]",2022-02-01,SSK,
902.0,"김민석의 자신감 ""4년 전보다 좋아졌어요""[베이징2022]",2022-02-01,SSK,
903.0,"[베이징올림픽] '빙속괴물' 김민석 베이징 출사표 ""전 종목 메달 원해. 4년 전보다 더 강해졌다""",2022-02-01,SSK,
904.0,"빙속대표팀 첫 훈련…""빙질 좋아, 강릉과 비슷""[베이징2022]",2022-02-01,SSK,
905.0,"[올림픽] '빙속 괴물' 김민석, 훈련 개시 ""내 기량, 4년 전보다 좋아졌다""",2022-02-01,SSK,
906.0,"[베이징올림픽] 첫 빙질 점검, 스피드 스케이팅 삼총사 ""빙질 예상보다 괜찮다."" 김민석 1500m 메달 청신호",2022-02-01,SSK,
907.0,"빙속 대표팀 김민석‧김준호‧박성현, 베이징서 첫 훈련…빙질 점검",2022-02-01,SSK,
908.0,"빙속 강원전사 김준호·박성현, 금빛 향한 첫 현지 훈련",2022-02-01,SSK,
909.0,"[여기는 베이징] 女 500m 올림픽 2연패 노리는 고다이라, 현지 적응훈련 시작",2022-02-01,SSK,
910.0,"베이징 입성한 빙속 대표팀, 지상 훈련으로 스타트",2022-02-01,SSK,
911.0,"'평창 金' 고다이라, 베이징 빙판과 첫 인사...""상쾌한 기분으로 미끄러졌다""",2022-02-01,SSK,
912.0,"[올림픽] 베이징 입성한 빙속 대표팀, 지상 훈련으로 스타트",2022-02-01,SSK,
913.0,[ROAD TO BEIJING] Speed skating,2022-02-01,SSK,
914.0,"[올림픽] 고다이라 ""신선한 공기 마시며 베이징과 첫인사""",2022-02-01,SSK,
915.0,올림픽 나서는 50세 스피드스케이팅 선수…‘세월 잊은 투혼’,2022-02-01,SSK,
916.0,"日 고다이라, 베이징 입성 후 첫 몸 풀기 ""얼음 괜찮아""",2022-02-01,SSK,
917.0,"'팀 킴' 꺾고 평창 제패한 스웨덴 컬링, 코로나19 확진 비상[베이징2022]",2022-02-01,CUR,
918.0,"평창에서 '팀 킴' 꺾었던 스웨덴 선수, 코로나19 날벼락…""베이징행 불투명""",2022-02-01,CUR,
919.0,"숫자로 보는 컬링…'팀 킴', 2연속 올림픽 메달 도전[베이징2022]",2022-02-01,CUR,
920.0,"평창 찢어놨던 '갈릭 걸스', 베이징서 또 한번 역사 창조 도전 [올림픽 D-3]",2022-02-01,CUR,
921.0,스키점프 세계 1위 등 올림픽 메달 후보 코로나19 확진,2022-02-01,SJP,
922.0,"[올림픽] NHL 전설 첼리오스 아들, 중국 귀화선수로 출전",2022-02-01,IHO,
923.0,"[2022베이징 동계올림픽 특집-끝] 8. ‘올림픽의 꽃’ 아이스하키, NHL 선수는 없다",2022-02-01,IHO,
924.0,"[올림픽] 루지 싱글 임남규·프리쉐, 첫 트랙 훈련 순조…""코스 쉬워져""",2022-02-01,CCS,
925.0,"'점프머신' 네이선 첸 ""평창의 악몽, 깨끗하게 지웠다""",2022-02-01,FSK,
926.0,[베이징 NOW]우리가 차준환에게 기대를 걸듯…中은 진보양만 '오매불망',2022-02-01,FSK,
927.0,"[올림픽] '점프머신' 네이선 첸 ""평창의 악몽, 깨끗하게 지웠다""",2022-02-01,FSK,
928.0,"'편파판정→1년 자격정지' 중국인 심판, 베이징서 복귀 [베이징 D-3]",2022-02-01,FSK,
929.0,"[베이징올림픽] '편파판정의 서막?' 중국 퇴출위기 피겨 심판, 베이징 올림픽 극적 복귀 논란",2022-02-01,FSK,
930.0,"중국 위해 편파 판정했던 中 심판, 자국 올림픽 복귀 논란 [베이징올림픽]",2022-02-01,FSK,
931.0,"편파 판정 징계 받은 중국 피겨 심판, 베이징 올림픽 복귀 논란",2022-02-01,FSK,
932.0,"편파 판정 논란으로 징계 받았던 피겨 심판, 베이징 올림픽 복귀 논란",2022-02-01,FSK,
933.0,"편파 판정으로 징계 받은 중국 피겨 심판, 올림픽 복귀 논란",2022-02-01,FSK,
934.0,"[올림픽] 편파 판정으로 징계받은 중국 피겨 심판, 올림픽 복귀 논란",2022-02-01,FSK,
935.0,"'평창 때 자국선수 편파판정→징계' 중국 심판, 복귀 논란... 피해 선수 ""돌아오면 안돼""",2022-02-01,FSK,
936.0,"연아 키즈의 대표 기수 차준환-유영 출격...한국 피겨, 베이징서 날다 [베이징 오!쎈 시선]",2022-02-01,FSK,
937.0,평창서 편파판정했던 중국 심판 복귀 논란,2022-02-01,FSK,
938.0,"평창 스켈레톤 銀 트레구보프, 코로나 확진으로 베이징 출전 불발",2022-02-01,SKN,
